TimestampEpoch;BusChannel;ID;IDE;DLC;DataLength;Dir;EDL;BRS;ESI;RTR;DataBytes
1689952223.818553;9;06B;0;5;5;0;0;0;0;0;1F2B800800
1689952223.819300;9;06A;0;3;3;0;0;0;0;0;C97C00
1689952223.836000;1;7E4;0;8;8;0;0;0;0;0;03220105AAAAAAAA
1689952223.843500;1;7EC;0;8;8;0;0;0;0;0;102E620105FFFB74
1689952223.866000;1;7E4;0;8;8;0;0;0;0;0;3000000000000000
1689952223.873100;1;7EC;0;8;8;0;0;0;0;0;210F012C01012C14
1689952223.883500;1;7EC;0;8;8;0;0;0;0;0;221314141415146C
1689952223.893050;1;7EC;0;8;8;0;0;0;0;0;23346C3400005017
1689952223.903100;1;7EC;0;8;8;0;0;0;0;0;240003E83D52B100
1689952223.913100;1;7EC;0;8;8;0;0;0;0;0;2578000000000000
1689952223.925000;1;7EC;0;8;8;0;0;0;0;0;260014151516AAAA
1689952224.020000;9;06F;0;8;8;0;0;0;0;0;F99B6F4900021080
1689952224.020250;9;065;0;1;1;0;0;0;0;0;6C
1689952224.020251;9;066;0;6;6;0;0;0;0;0;037FAC621A1A
1689952224.020252;9;067;0;8;8;0;0;0;0;0;359162D0A9D06E05
1689952224.020253;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952224.020254;9;069;0;8;8;0;0;0;0;0;4B4DC0DE08809201
1689952224.020255;9;06B;0;5;5;0;0;0;0;0;F32A800800
1689952224.020550;9;005;0;8;8;0;0;0;0;0;D0B0AE06CFB0AE06
1689952224.222000;9;06F;0;8;8;0;0;0;0;0;F99B6F4900021080
1689952224.222250;9;065;0;1;1;0;0;0;0;0;64
1689952224.222251;9;066;0;6;6;0;0;0;0;0;0347AD621A1A
1689952224.222252;9;067;0;8;8;0;0;0;0;0;3F916250ABD06E05
1689952224.222253;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952224.222254;9;069;0;8;8;0;0;0;0;0;494D80DE08709201
1689952224.222255;9;06B;0;5;5;0;0;0;0;0;CF2A800800
1689952224.336000;1;7A0;0;8;8;0;0;0;0;0;0322C00BAAAAAAAA
1689952224.361100;1;7A8;0;8;8;0;0;0;0;0;102462C00BFFFFFF
1689952224.366050;1;7A0;0;8;8;0;0;0;0;0;3000000000000000
1689952224.376150;1;7A8;0;8;8;0;0;0;0;0;2180AA4A000600A5
1689952224.386150;1;7A8;0;8;8;0;0;0;0;0;2249000600A84A00
1689952224.396400;1;7A8;0;8;8;0;0;0;0;0;230600A84A000600
1689952224.406200;1;7A8;0;8;8;0;0;0;0;0;24439DB39CB39DB3
1689952224.417650;1;7A8;0;8;8;0;0;0;0;0;259DB3AAAAAAAAAA
1689952224.422200;9;065;0;1;1;0;0;0;0;0;64
1689952224.422201;9;066;0;6;6;0;0;0;0;0;030FAE621A1A
1689952224.422202;9;067;0;8;8;0;0;0;0;0;4B9162D0ACD06E05
1689952224.422203;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952224.422350;9;005;0;8;8;0;0;0;0;0;D0B0AE06D0B0AE06
1689952224.422500;9;005;0;8;8;0;0;0;0;0;D0B0AE06D0B0AE06
1689952224.422501;9;069;0;8;8;0;0;0;0;0;494DC0DE08589201
1689952224.422502;9;06B;0;5;5;0;0;0;0;0;AD2A800800
1689952224.423750;9;06F;0;8;8;0;0;0;0;0;F9A3CF4900021080
1689952224.624200;9;065;0;1;1;0;0;0;0;0;6C
1689952224.624201;9;066;0;6;6;0;0;0;0;0;03D7AE621A1A
1689952224.624202;9;067;0;8;8;0;0;0;0;0;55916250AED06E05
1689952224.624203;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952224.624204;9;069;0;8;8;0;0;0;0;0;494D80DE08409201
1689952224.624205;9;06B;0;5;5;0;0;0;0;0;872A800800
1689952224.624350;9;06F;0;8;8;0;0;0;0;0;F993AF4900021080
1689952224.824050;9;06F;0;8;8;0;0;0;0;0;F78BEF4900021080
1689952224.824200;9;005;0;8;8;0;0;0;0;0;D0B0AE06D0B0AE06
1689952224.825150;9;065;0;1;1;0;0;0;0;0;64
1689952224.825151;9;066;0;6;6;0;0;0;0;0;039FAF621A1A
1689952224.825152;9;067;0;8;8;0;0;0;0;0;5F9162F0AFD06E05
1689952224.825153;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952224.825154;9;069;0;8;8;0;0;0;0;0;474D80DE08389201
1689952224.825155;9;06B;0;5;5;0;0;0;0;0;632AA00800
1689952224.825300;9;06A;0;3;3;0;0;0;0;0;D37C00
1689952224.836050;1;7E4;0;8;8;0;0;0;0;0;03220102AAAAAAAA
1689952224.843500;1;7EC;0;8;8;0;0;0;0;0;1027620102FFFFFF
1689952224.866050;1;7E4;0;8;8;0;0;0;0;0;3000000000000000
1689952224.873150;1;7EC;0;8;8;0;0;0;0;0;21FFBEBEBEBEBEBE
1689952224.883550;1;7EC;0;8;8;0;0;0;0;0;22BEBEBEBEBEBEBE
1689952224.893150;1;7EC;0;8;8;0;0;0;0;0;23BEBEBEBEBEBEBE
1689952224.903150;1;7EC;0;8;8;0;0;0;0;0;24BEBEBEBEBEBEBE
1689952224.913150;1;7EC;0;8;8;0;0;0;0;0;25BEBEBEBEBEAAAA
1689952225.026050;9;06F;0;8;8;0;0;0;0;0;F7A36F4900021080
1689952225.026300;9;065;0;1;1;0;0;0;0;0;64
1689952225.026301;9;066;0;6;6;0;0;0;0;0;0367B0621A1A
1689952225.026302;9;067;0;8;8;0;0;0;0;0;69916270B1D06E05
1689952225.026450;9;005;0;8;8;0;0;0;0;0;D0B0AE06D0B0AE06
1689952225.026650;9;005;0;8;8;0;0;0;0;0;D1B0AE06D0B0AE06
1689952225.026651;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952225.026652;9;069;0;8;8;0;0;0;0;0;4B4D40DE08309201
1689952225.026653;9;06B;0;5;5;0;0;0;0;0;292AA00800
1689952225.226050;9;06F;0;8;8;0;0;0;0;0;F783CF4900021080
1689952225.226300;9;065;0;1;1;0;0;0;0;0;64
1689952225.226301;9;066;0;6;6;0;0;0;0;0;032FB1621A1A
1689952225.226302;9;067;0;8;8;0;0;0;0;0;739162F0B2D06E05
1689952225.226303;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952225.226304;9;069;0;8;8;0;0;0;0;0;4D4D80DE08309201
1689952225.226305;9;06B;0;5;5;0;0;0;0;0;E529A00800
1689952225.428050;9;06F;0;8;8;0;0;0;0;0;F793AF4900021080
1689952225.428200;9;005;0;8;8;0;0;0;0;0;D1B0AE06D1B0AE06
1689952225.429150;9;065;0;1;1;0;0;0;0;0;64
1689952225.429151;9;066;0;6;6;0;0;0;0;0;03F7B1621A1A
1689952225.429152;9;067;0;8;8;0;0;0;0;0;7D916270B4D06E05
1689952225.429153;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952225.429154;9;069;0;8;8;0;0;0;0;0;534DC0DE08409201
1689952225.429155;9;06B;0;5;5;0;0;0;0;0;9F29A00800
1689952225.628050;9;06F;0;8;8;0;0;0;0;0;F5932F4900021080
1689952225.628300;9;065;0;1;1;0;0;0;0;0;64
1689952225.628301;9;066;0;6;6;0;0;0;0;0;03BFB2621A1A
1689952225.628302;9;067;0;8;8;0;0;0;0;0;879162F0B5D06E05
1689952225.628303;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952225.628450;9;005;0;8;8;0;0;0;0;0;D1B0AE06D1B0AE06
1689952225.628650;9;005;0;8;8;0;0;0;0;0;D1B0AE06D1B0AE06
1689952225.628651;9;069;0;8;8;0;0;0;0;0;574D80DE08589201
1689952225.628652;9;06B;0;5;5;0;0;0;0;0;7129A00800
1689952225.830100;9;06F;0;8;8;0;0;0;0;0;F78B2F4A00021080
1689952225.830300;9;065;0;1;1;0;0;0;0;0;64
1689952225.830301;9;066;0;6;6;0;0;0;0;0;0387B3621A1A
1689952225.830302;9;067;0;8;8;0;0;0;0;0;91916270B7D06E05
1689952225.830303;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952225.830304;9;069;0;8;8;0;0;0;0;0;574DC0DE08709201
1689952225.830305;9;06B;0;5;5;0;0;0;0;0;4329A00800
1689952225.830450;9;06A;0;3;3;0;0;0;0;0;DF7C00
1689952226.032050;9;06F;0;8;8;0;0;0;0;0;F78BAF4900021080
1689952226.032250;9;005;0;8;8;0;0;0;0;0;D1B0AE06D1B0AE06
1689952226.033150;9;065;0;1;1;0;0;0;0;0;64
1689952226.033151;9;066;0;6;6;0;0;0;0;0;034FB4621A1A
1689952226.033152;9;067;0;8;8;0;0;0;0;0;9B9162F0B8D06E05
1689952226.033153;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952226.033154;9;069;0;8;8;0;0;0;0;0;5B4D80DE08889201
1689952226.033155;9;06B;0;5;5;0;0;0;0;0;0729A00800
1689952226.234100;9;06F;0;8;8;0;0;0;0;0;F5932F4A00021080
1689952226.234350;9;065;0;1;1;0;0;0;0;0;64
1689952226.234351;9;066;0;6;6;0;0;0;0;0;0317B5621A1A
1689952226.234352;9;067;0;8;8;0;0;0;0;0;A5916270BAD06E05
1689952226.234353;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952226.234450;9;005;0;8;8;0;0;0;0;0;D2B0AE06D1B0AE06
1689952226.234700;9;005;0;8;8;0;0;0;0;0;D2B0AE06D2B0AE06
1689952226.234701;9;069;0;8;8;0;0;0;0;0;5B4D40DF08A09201
1689952226.234702;9;06B;0;5;5;0;0;0;0;0;C128A00800
1689952226.434250;9;065;0;1;1;0;0;0;0;0;64
1689952226.434251;9;066;0;6;6;0;0;0;0;0;03DFB5621A1A
1689952226.434252;9;067;0;8;8;0;0;0;0;0;AD9162F0BBD06E05
1689952226.434253;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952226.434254;9;069;0;8;8;0;0;0;0;0;594D40DF08B89201
1689952226.434255;9;06B;0;5;5;0;0;0;0;0;7128A00800
1689952226.434400;9;06F;0;8;8;0;0;0;0;0;F77BCF4900021080
1689952226.634300;9;065;0;1;1;0;0;0;0;0;64
1689952226.634301;9;066;0;6;6;0;0;0;0;0;03A7B6621A1A
1689952226.634450;9;005;0;8;8;0;0;0;0;0;D2B0AE06D2B0AE06
1689952226.634650;9;005;0;8;8;0;0;0;0;0;D2B0AE06D2B0AE06
1689952226.634651;9;067;0;8;8;0;0;0;0;0;B7916270BDD06E05
1689952226.634652;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952226.634653;9;069;0;8;8;0;0;0;0;0;554D40DF08D09201
1689952226.634654;9;06B;0;5;5;0;0;0;0;0;1528A00800
1689952226.635400;9;06F;0;8;8;0;0;0;0;0;F59BAF4900021080
1689952226.836250;9;065;0;1;1;0;0;0;0;0;64
1689952226.836251;9;066;0;6;6;0;0;0;0;0;036FB7621A1A
1689952226.836252;9;067;0;8;8;0;0;0;0;0;BF9162F0BED06E05
1689952226.836253;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952226.836254;9;069;0;8;8;0;0;0;0;0;574DC0DE08E09201
1689952226.836255;9;06B;0;5;5;0;0;0;0;0;A727A00800
1689952226.836550;9;005;0;8;8;0;0;0;0;0;D2B0AE06D2B0AE06
1689952226.837250;9;06A;0;3;3;0;0;0;0;0;E97C00
1689952226.837300;9;06F;0;8;8;0;0;0;0;0;F793EF4800021080
1689952227.038250;9;065;0;1;1;0;0;0;0;0;64
1689952227.038251;9;066;0;6;6;0;0;0;0;0;0337B8621A1A
1689952227.038252;9;067;0;8;8;0;0;0;0;0;C9916270C0D06E05
1689952227.038253;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952227.038254;9;069;0;8;8;0;0;0;0;0;574D00DF08F89201
1689952227.038255;9;06B;0;5;5;0;0;0;0;0;4127A00800
1689952227.038400;9;06F;0;8;8;0;0;0;0;0;F593EF4900021080
1689952227.238100;9;06F;0;8;8;0;0;0;0;0;F5938F4900021080
1689952227.238350;9;065;0;1;1;0;0;0;0;0;64
1689952227.238450;9;005;0;8;8;0;0;0;0;0;D3B0AE06D2B0AE06
1689952227.238451;9;066;0;6;6;0;0;0;0;0;03FFB8621A1A
1689952227.238452;9;067;0;8;8;0;0;0;0;0;D19162F0C1D06E05
1689952227.238453;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952227.238454;9;069;0;8;8;0;0;0;0;0;574D00DF08009301
1689952227.238455;9;06B;0;5;5;0;0;0;0;0;BF26A00800
1689952227.440100;9;06F;0;8;8;0;0;0;0;0;F7938F4900021080
1689952227.440300;9;065;0;1;1;0;0;0;0;0;64
1689952227.440301;9;066;0;6;6;0;0;0;0;0;03C7B9621A1A
1689952227.440302;9;067;0;8;8;0;0;0;0;0;D9916250C3D06E05
1689952227.440303;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952227.440304;9;069;0;8;8;0;0;0;0;0;574D00DF08109301
1689952227.440500;9;005;0;8;8;0;0;0;0;0;D3B0AE06D3B0AE06
1689952227.440650;9;005;0;8;8;0;0;0;0;0;D3B0AE06D3B0AE06
1689952227.440651;9;06B;0;5;5;0;0;0;0;0;4B26A00800
1689952227.640100;9;06F;0;8;8;0;0;0;0;0;F79BCF4900021080
1689952227.640350;9;065;0;1;1;0;0;0;0;0;64
1689952227.640351;9;066;0;6;6;0;0;0;0;0;038FBA621A1A
1689952227.640352;9;067;0;8;8;0;0;0;0;0;E19162D0C4D06E05
1689952227.640353;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952227.640354;9;069;0;8;8;0;0;0;0;0;594D00DF08189301
1689952227.640355;9;06B;0;5;5;0;0;0;0;0;FD25A00800
1689952227.836050;1;7E4;0;8;8;0;0;0;0;0;03220101AAAAAAAA
1689952227.842100;9;06F;0;8;8;0;0;0;0;0;F993CF4900021080
1689952227.842350;9;065;0;1;1;0;0;0;0;0;64
1689952227.842351;9;066;0;6;6;0;0;0;0;0;0357BB621A1A
1689952227.842550;9;005;0;8;8;0;0;0;0;0;D3B0AE06D3B0AE06
1689952227.842700;9;005;0;8;8;0;0;0;0;0;D3B0AE06D3B0AE06
1689952227.842701;9;067;0;8;8;0;0;0;0;0;E9916230C6D06E05
1689952227.842702;9;068;0;4;4;0;0;0;0;0;D9170A00
1689952227.842703;9;069;0;8;8;0;0;0;0;0;574D40DF08209301
1689952227.842704;9;06B;0;5;5;0;0;0;0;0;B925A00800
1689952227.843500;9;06A;0;3;3;0;0;0;0;0;F37C00
1689952227.843600;1;7EC;0;8;8;0;0;0;0;0;103E620101EFFBE7
1689952227.866100;1;7E4;0;8;8;0;0;0;0;0;3000000000000000
1689952227.873350;1;7EC;0;8;8;0;0;0;0;0;21EF780000000000
1689952227.883700;1;7EC;0;8;8;0;0;0;0;0;22FFF51C9C171314
1689952227.893300;1;7EC;0;8;8;0;0;0;0;0;2316141514003CBE
1689952227.903300;1;7EC;0;8;8;0;0;0;0;0;2431BEA800008100
1689952227.913300;1;7EC;0;8;8;0;0;0;0;0;2500A48900009CEF
1689952227.925650;1;7EC;0;8;8;0;0;0;0;0;26000079FD000072
1689952227.933400;1;7EC;0;8;8;0;0;0;0;0;272400B792E50002
1689952227.943400;1;7EC;0;8;8;0;0;0;0;0;28DB053500000BB8
1689952228.042100;9;06F;0;8;8;0;0;0;0;0;F99B6F4900021080
1689952228.042350;9;065;0;1;1;0;0;0;0;0;64
1689952228.042351;9;066;0;6;6;0;0;0;0;0;031FBC621A1A
1689952228.042352;9;067;0;8;8;0;0;0;0;0;F19162B0C7D06E05
1689952228.042353;9;068;0;4;4;0;0;0;0;0;DB170A00
1689952228.042354;9;069;0;8;8;0;0;0;0;0;574D00DF08289301
1689952228.042650;9;005;0;8;8;0;0;0;0;0;D4B0AE06D3B0AE06
1689952228.042651;9;06B;0;5;5;0;0;0;0;0;9125C00700
1689952228.244100;9;06F;0;8;8;0;0;0;0;0;F99BAF4900021080
1689952228.244350;9;065;0;1;1;0;0;0;0;0;64
1689952228.244351;9;066;0;6;6;0;0;0;0;0;03E7BC621A1A
1689952228.244352;9;067;0;8;8;0;0;0;0;0;F9916210C9D06E05
1689952228.244353;9;068;0;4;4;0;0;0;0;0;DB170A00
1689952228.244354;9;069;0;8;8;0;0;0;0;0;594D00DF08289301
1689952228.244355;9;06B;0;5;5;0;0;0;0;0;5D25600700
1689952228.336100;1;7B3;0;8;8;0;0;0;0;0;03220100AAAAAAAA
1689952228.337700;1;7BB;0;8;8;0;0;0;0;0;10246201007FD407
1689952228.366100;1;7B3;0;8;8;0;0;0;0;0;3000000000000000
1689952228.367250;1;7BB;0;8;8;0;0;0;0;0;21C8FF80795E0A65
1689952228.367500;1;7BB;0;8;8;0;0;0;0;0;22E40A55E4FF43FF
1689952228.367750;1;7BB;0;8;8;0;0;0;0;0;24FF1E9F757710FF
1689952228.368050;1;7BB;0;8;8;0;0;0;0;0;25FF010000000000
1689952228.446100;9;06F;0;8;8;0;0;0;0;0;F99B0F4A00021080
1689952228.446350;9;065;0;1;1;0;0;0;0;0;64
1689952228.446351;9;066;0;6;6;0;0;0;0;0;03AFBD621A1A
1689952228.446500;9;005;0;8;8;0;0;0;0;0;D4B0AE06D4B0AE06
1689952228.446750;9;005;0;8;8;0;0;0;0;0;D4B0AE06D4B0AE06
1689952228.446751;9;067;0;8;8;0;0;0;0;0;01926290CAD06E05
1689952228.446752;9;068;0;4;4;0;0;0;0;0;DB170A00
1689952228.446753;9;069;0;8;8;0;0;0;0;0;574D00DF08289301
1689952228.446754;9;06B;0;5;5;0;0;0;0;0;0B25200700
1689952228.648100;9;06F;0;8;8;0;0;0;0;0;F9A34F4900021080
1689952228.648350;9;065;0;1;1;0;0;0;0;0;64
1689952228.648351;9;066;0;6;6;0;0;0;0;0;0377BE621A1A
1689952228.648352;9;067;0;8;8;0;0;0;0;0;079262F0CBD06E05
1689952228.648353;9;068;0;4;4;0;0;0;0;0;DB170A00
1689952228.648354;9;069;0;8;8;0;0;0;0;0;554D40DF08289301
1689952228.648355;9;06B;0;5;5;0;0;0;0;0;BF24000700
1689952228.648650;9;005;0;8;8;0;0;0;0;0;D4B0AE06D4B0AE06
1689952228.836050;1;7E4;0;8;8;0;0;0;0;0;03220105AAAAAAAA
1689952228.844000;1;7EC;0;8;8;0;0;0;0;0;102E620105FFFB74
1689952228.848250;9;065;0;1;1;0;0;0;0;0;64
1689952228.848251;9;066;0;6;6;0;0;0;0;0;033FBF621A1A
1689952228.848252;9;067;0;8;8;0;0;0;0;0;0F926250CDD06E05
1689952228.848253;9;068;0;4;4;0;0;0;0;0;DB170200
1689952228.848254;9;069;0;8;8;0;0;0;0;0;534D80DF08289301
1689952228.848255;9;06B;0;5;5;0;0;0;0;0;8324000700
1689952228.848400;9;06A;0;3;3;0;0;0;0;0;FB7C00
1689952228.848450;9;06F;0;8;8;0;0;0;0;0;F99BAF4900021080
1689952228.866100;1;7E4;0;8;8;0;0;0;0;0;3000000000000000
1689952228.873350;1;7EC;0;8;8;0;0;0;0;0;210F012C01012C14
1689952228.883750;1;7EC;0;8;8;0;0;0;0;0;221314141415146C
1689952228.893350;1;7EC;0;8;8;0;0;0;0;0;23346C3400005017
1689952228.903400;1;7EC;0;8;8;0;0;0;0;0;240003E83D52B100
1689952228.913350;1;7EC;0;8;8;0;0;0;0;0;2578000000000000
1689952228.925800;1;7EC;0;8;8;0;0;0;0;0;260015151516AAAA
1689952229.048300;9;065;0;1;1;0;0;0;0;0;64
1689952229.048301;9;066;0;6;6;0;0;0;0;0;0307C0621A1A
1689952229.048302;9;067;0;8;8;0;0;0;0;0;179262B0CED06E05
1689952229.048400;9;005;0;8;8;0;0;0;0;0;D4B0AE06D4B0AE06
1689952229.048600;9;005;0;8;8;0;0;0;0;0;D5B0AE06D4B0AE06
1689952229.048601;9;068;0;4;4;0;0;0;0;0;DB170200
1689952229.048602;9;069;0;8;8;0;0;0;0;0;534D40DF08289301
1689952229.048603;9;06B;0;5;5;0;0;0;0;0;6524000700
1689952229.049850;9;06F;0;8;8;0;0;0;0;0;F99BAF4900021080
1689952229.250250;9;065;0;1;1;0;0;0;0;0;64
1689952229.250251;9;066;0;6;6;0;0;0;0;0;03CFC0621A1A
1689952229.250252;9;067;0;8;8;0;0;0;0;0;1F926210D0D06E05
1689952229.250253;9;068;0;4;4;0;0;0;0;0;DB170200
1689952229.250254;9;069;0;8;8;0;0;0;0;0;514D00DF08289301
1689952229.250255;9;06B;0;5;5;0;0;0;0;0;4924A00700
1689952229.250400;9;06F;0;8;8;0;0;0;0;0;F79BCF4900021080
1689952229.250600;9;005;0;8;8;0;0;0;0;0;D5B0AE06D5B0AE06
1689952229.336100;1;7A0;0;8;8;0;0;0;0;0;0322C00BAAAAAAAA
1689952229.358250;1;7A8;0;8;8;0;0;0;0;0;102462C00BFFFFFF
1689952229.366100;1;7A0;0;8;8;0;0;0;0;0;3000000000000000
1689952229.373250;1;7A8;0;8;8;0;0;0;0;0;2180AA4A000600A5
1689952229.383300;1;7A8;0;8;8;0;0;0;0;0;2249000600A84A00
1689952229.393350;1;7A8;0;8;8;0;0;0;0;0;230600A84A000600
1689952229.403750;1;7A8;0;8;8;0;0;0;0;0;24439DB39CB39DB3
1689952229.413300;1;7A8;0;8;8;0;0;0;0;0;259DB3AAAAAAAAAA
1689952229.452250;9;065;0;1;1;0;0;0;0;0;64
1689952229.452251;9;066;0;6;6;0;0;0;0;0;0397C1621A1A
1689952229.452252;9;067;0;8;8;0;0;0;0;0;27926270D1D06E05
